monadic  ⊃<br/><br/>What's the name?, (Disclose;First) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Shoe.htm'>Take me to ⊃</a>
monadic <br/><br/> (Disclose;First)<br/><br/>What's the symbol look like?,⊃ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Shoe.htm'>Take me to ⊃</a>
dyadic  ⊃<br/><br/>What's the name?, (Pick) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Shoe.htm'>Take me to ⊃</a>
dyadic <br/><br/> (Pick)<br/><br/>What's the symbol look like?,⊃ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Shoe.htm'>Take me to ⊃</a>
monadic  ⊢<br/><br/>What's the name?, (Same) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Tack.htm'>Take me to ⊢</a>
monadic <br/><br/> (Same)<br/><br/>What's the symbol look like?,⊢ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Tack.htm'>Take me to ⊢</a>
dyadic  ⊢<br/><br/>What's the name?, (Right) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Tack.htm'>Take me to ⊢</a>
dyadic <br/><br/> (Right)<br/><br/>What's the symbol look like?,⊢ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Right Tack.htm'>Take me to ⊢</a>
monadic  ⊣<br/><br/>What's the name?, (Same) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Tack.htm'>Take me to ⊣</a>
monadic <br/><br/> (Same)<br/><br/>What's the symbol look like?,⊣ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Tack.htm'>Take me to ⊣</a>
dyadic  ⊣<br/><br/>What's the name?, (Left) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Tack.htm'>Take me to ⊣</a>
dyadic <br/><br/> (Left)<br/><br/>What's the symbol look like?,⊣ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Left Tack.htm'>Take me to ⊣</a>
dyadic  ⊥<br/><br/>What's the name?, (Decode) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Decode Symbol.htm'>Take me to ⊥</a>
dyadic <br/><br/> (Decode)<br/><br/>What's the symbol look like?,⊥ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Decode Symbol.htm'>Take me to ⊥</a>
dyadic  ⊤<br/><br/>What's the name?, Encode) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Encode Symbol.htm'>Take me to ⊤</a>
dyadic <br/><br/> Encode)<br/><br/>What's the symbol look like?,⊤ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Encode Symbol.htm'>Take me to ⊤</a>
monadic  ∊<br/><br/>What's the name?, (Enlist) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon.htm'>Take me to ∊</a>
monadic <br/><br/> (Enlist)<br/><br/>What's the symbol look like?,∊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon.htm'>Take me to ∊</a>
dyadic  ∊<br/><br/>What's the name?, (Member of) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon.htm'>Take me to ∊</a>
dyadic <br/><br/> (Member of)<br/><br/>What's the symbol look like?,∊ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon.htm'>Take me to ∊</a>
dyadic  ⍷<br/><br/>What's the name?, (Find) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon Underbar.htm'>Take me to ⍷</a>
dyadic <br/><br/> (Find)<br/><br/>What's the symbol look like?,⍷ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Epsilon Underbar.htm'>Take me to ⍷</a>
dyadic  ∩<br/><br/>What's the name?, (Intersection) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Intersection.htm'>Take me to ∩</a>
dyadic <br/><br/> (Intersection)<br/><br/>What's the symbol look like?,∩ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Intersection.htm'>Take me to ∩</a>
monadic  ∪<br/><br/>What's the name?, (Unique) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Union.htm'>Take me to ∪</a>
monadic <br/><br/> (Unique)<br/><br/>What's the symbol look like?,∪ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Union.htm'>Take me to ∪</a>
dyadic  ∪<br/><br/>What's the name?, (Union) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Union.htm'>Take me to ∪</a>
dyadic <br/><br/> (Union)<br/><br/>What's the symbol look like?,∪ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Set Union.htm'>Take me to ∪</a>
monadic  ⌷<br/><br/>What's the name?, (Materialise) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Index Symbol.htm'>Take me to ⌷</a>
monadic <br/><br/> (Materialise)<br/><br/>What's the symbol look like?,⌷ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Index Symbol.htm'>Take me to ⌷</a>
dyadic  ⌷<br/><br/>What's the name?, (Index) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Index Symbol.htm'>Take me to ⌷</a>
dyadic <br/><br/> (Index)<br/><br/>What's the symbol look like?,⌷ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Index Symbol.htm'>Take me to ⌷</a>
monadic  ⍒<br/><br/>What's the name?, (Grade Down) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
monadic <br/><br/> (Grade Down)<br/><br/>What's the symbol look like?,⍒ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
dyadic  ⍒<br/><br/>What's the name?, (Dyadic Grade Down) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
dyadic <br/><br/> (Dyadic Grade Down)<br/><br/>What's the symbol look like?,⍒ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
monadic  ⍋<br/><br/>What's the name?, (Grade Up) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Up.htm'>Take me to ⍋</a>
monadic <br/><br/> (Grade Up)<br/><br/>What's the symbol look like?,⍋ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Up.htm'>Take me to ⍋</a>
dyadic  ⍒<br/><br/>What's the name?, (Dyadic Grade Down) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
dyadic <br/><br/> (Dyadic Grade Down)<br/><br/>What's the symbol look like?,⍒ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Grade Down.htm'>Take me to ⍒</a>
monadic  ⌽<br/><br/>What's the name?, (Reverse) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Stile.htm'>Take me to ⌽</a>
monadic <br/><br/> (Reverse)<br/><br/>What's the symbol look like?,⌽ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Stile.htm'>Take me to ⌽</a>
dyadic  ⌽<br/><br/>What's the name?, (Rotate) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Stile.htm'>Take me to ⌽</a>
dyadic <br/><br/> (Rotate)<br/><br/>What's the symbol look like?,⌽ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Stile.htm'>Take me to ⌽</a>
monadic  ⊖<br/><br/>What's the name?, (Reverse First) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
monadic <br/><br/> (Reverse First)<br/><br/>What's the symbol look like?,⊖ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
dyadic  ⊖<br/><br/>What's the name?, (Rotate First) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
dyadic <br/><br/> (Rotate First)<br/><br/>What's the symbol look like?,⊖ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
monadic  ⍉<br/><br/>What's the name?, (Transpose) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to ⍉</a>
monadic <br/><br/> (Transpose)<br/><br/>What's the symbol look like?,⍉ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to ⍉</a>
dyadic  ⊖<br/><br/>What's the name?, (Rotate First) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
dyadic <br/><br/> (Rotate First)<br/><br/>What's the symbol look like?,⊖ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Circle Bar.htm'>Take me to ⊖</a>
Dyadic operator  ⌺<br/><br/>What's the name?, (Stencil) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to ⌺</a>
Dyadic operator <br/><br/> (Stencil)<br/><br/>What's the symbol look like?,⌺ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Quad Diamond.htm'>Take me to ⌺</a>
Dyadic  @<br/><br/>What's the name?, (At) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/At.htm'>Take me to @</a>
Dyadic <br/><br/> (At)<br/><br/>What's the symbol look like?,@ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/At.htm'>Take me to @</a>
Monadic  &<br/><br/>What's the name?, (Spawn) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to &</a>
Monadic <br/><br/> (Spawn)<br/><br/>What's the symbol look like?,& <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Ampersand.htm'>Take me to &</a>
Monadic  ⍎<br/><br/>What's the name?, (Execute expression) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Execute Symbol.htm'>Take me to ⍎</a>
Monadic <br/><br/> (Execute expression)<br/><br/>What's the symbol look like?,⍎ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Execute Symbol.htm'>Take me to ⍎</a>
Dyadic  ⍎<br/><br/>What's the name?, (Execute expression in given namespace) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Execute Symbol.htm'>Take me to ⍎</a>
Dyadic <br/><br/> (Execute expression in given namespace)<br/><br/>What's the symbol look like?,⍎ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Execute Symbol.htm'>Take me to ⍎</a>
Monadic  ⍕<br/><br/>What's the name?, (Format) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Thorn Symbol.htm'>Take me to ⍕</a>
Monadic <br/><br/> (Format)<br/><br/>What's the symbol look like?,⍕ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Thorn Symbol.htm'>Take me to ⍕</a>
Dyadic  ⍕<br/><br/>What's the name?, (Format By Specification) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Thorn Symbol.htm'>Take me to ⍕</a>
Dyadic <br/><br/> (Format By Specification)<br/><br/>What's the symbol look like?,⍕ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Thorn Symbol.htm'>Take me to ⍕</a>
